생년월일,연령,성별,휴대폰번호,이메일,주소,아이디,가입일,차량구분,구매한제품,친환경차,제품구매날짜,거래금액,거래방식,제품구매빈도,제품구매경로,제품출시년월,지역,고객세그먼트,Cluster
1966-03-05,59,여,+48 787 693 813,dyjashubert@yahoo.com,서울특별시 종로구 종로1길 36,user349775,2025-03-10,준대형 세단,K3,False,2025-03-24,34741738,계좌이체,1,온라인,2020-12,동유럽,3,1
1969-10-13,56,여,+48 720 815 485,czesakigor@zwara.pl,제주특별자치도 제주시 중앙로 230,user210185,2024-10-08,준중형 SUV,Telluride,False,2024-11-06,20497995,신용카드,1,온라인,2019-07,동유럽,2,2
1982-04-28,43,남,+48 608 448 947,ankiewicznatasza@ppuh.pl,경상북도 포항시 남구 중앙로 210,user463239,2024-07-05,준대형 SUV,K4,False,2024-07-21,27318166,현금,2,오프라인,2023-09,동유럽,2,0
1974-07-09,51,남,+48 881 151 302,kaja64@yahoo.com,서울특별시 종로구 종로1길 36,user399806,2024-04-15,준대형 세단,Cerato,False,2024-04-28,60556908,계좌이체,5,온라인,2021-02,동유럽,0,3
1997-09-21,28,여,602 935 533,kontnyjozef@interia.pl,대구광역시 달서구 월배로 200,user950721,2024-05-10,준중형 세단,Carens MPV,False,2024-06-08,35746181,계좌이체,6,오프라인,2020-07,동유럽,0,3
1973-04-30,52,남,+48 782 160 090,lupinabruno@fundacja.com,충청남도 천안시 서북구 불당로 48,user175963,2024-04-27,픽업트럭,Rio(pride),False,2024-05-05,66146441,신용카드,1,온라인,2023-07,동유럽,1,5
1986-03-28,39,남,888 220 434,jzygmuntowicz@gniewek-szrama.org,강원도 춘천시 중앙로 123,user697457,2024-12-19,준대형 세단,EV6,True,2025-01-11,29047914,신용카드,6,온라인,2022-02,동유럽,0,3
1984-01-26,41,남,+48 693 707 744,szatkojacek@stowarzyszenie.com,서울특별시 종로구 종로1길 36,user345376,2025-02-24,준대형 세단,KX7,False,2025-03-14,56022639,현금,5,온라인,2020-01,동유럽,0,3
1989-03-06,36,여,22 811 66 57,ijaniszek@malewicz.org,세종특별자치시 나성북로 21,user513514,2025-01-15,준대형 SUV,KX7,False,2025-01-29,30074618,계좌이체,2,온라인,2018-12,동유럽,3,1
1986-04-14,39,남,+48 575 715 877,grymuzaalbert@spoldzielnia.org,서울특별시 종로구 종로1길 36,user967044,2024-10-15,대형 세단,Seltos,False,2024-10-24,28372484,신용카드,1,온라인,2023-03,동유럽,2,0
1988-05-28,37,남,32 318 55 77,krenckornel@gmail.com,경상남도 진주시 진주대로 500,user279325,2023-09-21,준중형 SUV,K4,False,2023-09-27,36725107,현금,5,온라인,2021-04,동유럽,0,3
1981-06-29,44,남,511 280 947,tymon05@dziewior.pl,대구광역시 달서구 월배로 200,user985208,2024-05-08,대형 SUV,K4,False,2024-06-01,49567439,현금,2,온라인,2018-09,동유럽,1,5
1976-10-23,49,여,+48 728 415 091,hdycha@walencik-szatanik.com,광주광역시 서구 상무중앙로 75,user318721,2023-09-02,준중형 세단,Sonet,False,2023-09-08,30032817,계좌이체,2,온라인,2022-08,동유럽,3,1
1973-01-10,52,남,692 609 173,pysznyanna-maria@kolata.pl,경상남도 진주시 진주대로 500,user796159,2022-10-09,준중형 SUV,K4,False,2022-10-15,19382675,현금,1,온라인,2019-02,동유럽,2,0
1970-10-25,55,여,+48 783 599 227,mieszko76@fundacja.pl,전라남도 목포시 하당로 110,user149830,2023-06-23,픽업트럭,Seltos,False,2023-07-05,38761647,현금,2,온라인,2021-05,동유럽,2,2
1966-06-27,59,남,518 224 502,fryczelzbieta@yahoo.com,경상북도 포항시 남구 중앙로 210,user438358,2025-02-12,준대형 세단,EV6,True,2025-02-24,32176575,계좌이체,1,오프라인,2018-12,동유럽,3,1
1996-11-29,29,여,32 124 44 33,ryszard58@latko-maslon.pl,경상북도 포항시 남구 중앙로 210,user890896,2023-06-04,준중형 세단,Sonet,False,2023-06-16,51260296,계좌이체,1,오프라인,2019-12,동유럽,1,4
1967-11-10,58,남,884 459 406,marcel25@yahoo.com,충청북도 청주시 상당구 상당로 82,user299136,2025-01-17,준대형 SUV,KX3,False,2025-02-03,47948615,계좌이체,2,오프라인,2018-01,동유럽,3,1
1990-12-31,35,남,662 456 878,reckoryszard@wenzel.pl,전라남도 목포시 하당로 110,user917326,2024-12-24,준대형 SUV,Forte,False,2025-01-22,67564691,계좌이체,1,오프라인,2020-01,동유럽,1,5
1997-07-11,28,여,+48 699 088 109,florianmonika@spoldzielnia.net,경기도 고양시 일산동구 중앙로 1036,user389999,2023-10-24,중형 세단,KX5,False,2023-11-13,53873716,신용카드,1,오프라인,2019-06,동유럽,1,4
1980-07-28,45,남,739 827 349,robert64@wozniczko-huber.org,전라북도 군산시 백릉로 300,user515894,2025-02-05,준중형 해치백,KX1,False,2025-02-19,23217004,계좌이체,1,오프라인,2018-08,동유럽,3,1
1992-01-12,33,남,+48 514 554 367,franiaksonia@grupa.pl,전라남도 목포시 하당로 110,user890965,2025-01-20,중형 SUV,Sorento,False,2025-02-07,68629732,신용카드,1,오프라인,2023-09,동유럽,1,5
1995-03-04,30,남,667 697 678,krauzmarcin@interia.pl,울산광역시 남구 삼산로 198,user387427,2023-07-04,준대형 SUV,Pegas,False,2023-07-29,19127549,현금,1,오프라인,2022-07,동유럽,2,0
1982-01-23,43,남,+48 796 419 808,ernest43@fpuh.com,충청남도 천안시 서북구 불당로 48,user899960,2024-03-24,대형 SUV,K2,False,2024-03-30,64357448,계좌이체,1,오프라인,2020-12,동유럽,1,5
1970-06-22,55,남,728 904 062,wmietus@yahoo.com,강원도 춘천시 중앙로 123,user431945,2024-05-29,대형 세단,C'eed CUV,False,2024-06-08,59470044,계좌이체,5,온라인,2021-11,동유럽,0,3
1999-02-07,26,여,+48 506 630 496,kniazadam@interia.pl,광주광역시 서구 상무중앙로 75,user555197,2024-06-08,준대형 세단,K3,False,2024-06-11,45319000,신용카드,2,온라인,2021-03,동유럽,1,4
1966-03-31,59,남,302-488-7646x1132,estefaniapolanco@pantoja-quintanilla.org,울산광역시 남구 삼산로 198,user945841,2025-03-06,중형 SUV,Forte,False,2025-03-13,66238483,계좌이체,1,오프라인,2020-11,멕시코,1,5
1971-11-06,54,여,07693110310,juliorojo@corporacin.com,경상남도 진주시 진주대로 500,user923965,2022-10-25,준대형 세단,Rio(pride),False,2022-10-26,47036156,현금,1,온라인,2020-06,멕시코,1,4
1985-11-21,40,여,1-625-449-0878x0158,cantuflavio@gmail.com,강원도 춘천시 중앙로 123,user724020,2024-03-24,픽업트럭,Carens MPV,False,2024-04-13,47836760,계좌이체,1,온라인,2020-02,멕시코,3,1
1979-04-15,46,여,722.745.1776x304,miramonteseloisa@briones-hernandes.com,인천광역시 부평구 부평대로 88,user869540,2025-02-22,준중형 세단,Telluride,False,2025-03-03,60083844,계좌이체,1,오프라인,2019-01,멕시코,1,4
1969-10-25,56,여,384-038-3642x51179,fmenchaca@salcido.com,인천광역시 부평구 부평대로 88,user720022,2024-08-29,소형 해치백,Sportage,False,2024-09-16,49689201,현금,2,온라인,2018-12,멕시코,1,4
1982-08-12,43,남,1-880-047-2457x126,hde-la-o@gmail.com,부산광역시 동래구 충렬대로 237,user651643,2023-07-14,픽업트럭,Syros,False,2023-07-30,29237164,계좌이체,1,온라인,2019-01,멕시코,3,1
1988-05-09,37,남,245.897.4196x453,micaela39@yahoo.com,전라북도 군산시 백릉로 300,user435747,2023-10-14,중형 세단,Syros,False,2023-10-23,28074357,현금,2,온라인,2020-08,멕시코,2,0
1990-12-11,35,남,659.423.2361x78961,villasenorgerardo@yahoo.com,대전광역시 서구 둔산대로 117,user704793,2024-12-10,대형 세단,K3,False,2024-12-26,66159464,계좌이체,1,온라인,2018-11,멕시코,1,5
1998-02-11,27,여,149-981-2917x999,wendolinbaca@ruelas.com,전라북도 군산시 백릉로 300,user260290,2024-06-29,픽업트럭,Seltos,False,2024-07-21,52711824,현금,2,온라인,2021-11,멕시코,1,4
1998-10-11,27,남,(153)174-7059,liliana41@montanez.biz,경기도 고양시 일산동구 중앙로 1036,user590826,2025-02-23,소형 해치백,Carens MPV,False,2025-03-18,65555366,현금,1,오프라인,2018-09,멕시코,1,5
1966-03-12,59,남,+28(5)5823238516,velezabigail@grupo.com,세종특별자치시 나성북로 21,user167179,2025-02-21,준중형 해치백,Pegas,False,2025-02-24,24365843,계좌이체,1,오프라인,2021-09,멕시코,3,1
1971-02-27,54,여,(639)833-5049,crojas@porras.org,경상북도 포항시 남구 중앙로 210,user130400,2024-03-26,소형 해치백,K4,False,2024-04-23,54845561,현금,3,온라인,2020-10,멕시코,1,4
1967-08-04,58,남,763-971-9103x3892,gzelaya@despacho.com,경기도 고양시 일산동구 중앙로 1036,user122199,2024-09-29,중형 SUV,Rio(pride),False,2024-10-05,38143245,현금,4,오프라인,2018-11,멕시코,0,3
1975-09-28,50,남,(906)765-3363,caballeroreina@muro.com,세종특별자치시 나성북로 21,user188239,2025-01-15,대형 SUV,Telluride,False,2025-01-23,54977935,신용카드,1,온라인,2022-01,멕시코,1,5
1982-12-30,43,여,(215)057-4455,trejojose-maria@zambrano-barela.net,인천광역시 부평구 부평대로 88,user993979,2024-12-06,준중형 SUV,Optima / K5,False,2024-12-09,53344231,신용카드,2,온라인,2023-07,멕시코,1,4
1997-06-12,28,여,333-565-5948,vmontemayor@yahoo.com,대전광역시 서구 둔산대로 117,user602527,2025-03-01,준중형 SUV,Carnival,False,2025-03-30,21868179,신용카드,1,온라인,2019-03,멕시코,2,2
1981-09-30,44,남,+76(5)5803985872,alejandroabraham@grupo.com,서울특별시 종로구 종로1길 36,user397040,2025-03-15,중형 세단,Pegas,False,2025-03-30,25103900,신용카드,5,온라인,2022-04,멕시코,0,3
1980-03-22,45,남,675.845.7694x15867,bianca11@hotmail.com,대전광역시 서구 둔산대로 117,user393720,2024-11-12,픽업트럭,Optima / K5,False,2024-11-23,24489465,계좌이체,1,오프라인,2018-01,멕시코,3,1
1984-01-31,41,남,296-934-7215x084,hernandesjaime@arreola-aranda.org,광주광역시 서구 상무중앙로 75,user548762,2025-02-05,준대형 SUV,Rio(pride),False,2025-03-06,34592964,신용카드,2,온라인,2022-01,멕시코,2,0
1992-04-02,33,남,08741851954,judith84@yahoo.com,충청북도 청주시 상당구 상당로 82,user106744,2024-11-09,대형 SUV,C'eed,False,2024-12-05,26089191,현금,1,오프라인,2020-02,멕시코,2,0
1975-03-17,50,남,697.224.6019x308,zeferino70@hotmail.com,제주특별자치도 제주시 중앙로 230,user851987,2023-07-09,준중형 해치백,K4,False,2023-08-07,31014590,현금,1,온라인,2023-08,멕시코,2,0
1973-05-24,52,여,(345)292-7863,barragannelly@barrios-gollum.com,울산광역시 남구 삼산로 198,user991547,2025-03-23,중형 세단,Seltos,False,2025-03-26,50931126,현금,1,오프라인,2019-07,멕시코,1,4
1974-07-07,51,남,00269894506,indira05@yahoo.com,경상남도 진주시 진주대로 500,user749044,2024-10-30,대형 세단,Optima / K5,False,2024-11-16,36716917,계좌이체,4,오프라인,2019-10,멕시코,0,3
1992-09-29,33,여,753.939.3003x446,ocarrera@gmail.com,전라남도 목포시 하당로 110,user283115,2024-02-04,소형 해치백,Optima / K5,False,2024-03-03,22950765,현금,3,오프라인,2019-06,멕시코,2,2
1974-10-15,51,남,296.234.0910,nde-la-cruz@hotmail.com,충청남도 천안시 서북구 불당로 48,user812797,2024-06-01,대형 세단,Forte,False,2024-06-04,61945090,신용카드,1,오프라인,2022-04,멕시코,1,5
1986-05-02,39,남,1-911-369-6626x0933,quinonezelias@casillas.info,전라북도 군산시 백릉로 300,user660213,2023-08-07,중형 세단,Pegas,False,2023-08-28,41952489,계좌이체,1,오프라인,2019-05,멕시코,3,1
1977-08-23,48,여,854-512-9772x483,mauriciomiranda@martinez.com,대전광역시 서구 둔산대로 117,user448189,2025-02-09,대형 세단,KX3,False,2025-03-08,50631353,신용카드,1,온라인,2018-02,멕시코,1,4
1980-11-29,45,여,289-828-1368x33652,mercedes54@bueno.com,대전광역시 서구 둔산대로 117,user257402,2025-02-15,준중형 SUV,Forte,False,2025-03-12,53561784,신용카드,2,온라인,2022-07,멕시코,1,4
1971-10-27,54,여,(615)031-5219x72456,alcarazjuan@hotmail.com,광주광역시 서구 상무중앙로 75,user110115,2024-05-11,대형 SUV,Seltos,False,2024-06-08,64599868,계좌이체,3,온라인,2023-03,멕시코,1,4
1989-11-24,36,남,699.295.0398x20028,eva13@hotmail.com,광주광역시 서구 상무중앙로 75,user517499,2023-06-29,준대형 SUV,KX7,False,2023-07-03,22102814,신용카드,1,온라인,2023-06,멕시코,2,0
1998-01-01,27,남,07697033944,amalia23@yahoo.com,대전광역시 서구 둔산대로 117,user414775,2024-05-22,소형 해치백,Zhipao,False,2024-06-05,29616131,신용카드,1,오프라인,2020-06,멕시코,2,0
1972-08-07,53,여,684.658.4106,maria-joseolivera@despacho.com,광주광역시 서구 상무중앙로 75,user357407,2025-03-12,준대형 세단,K3,False,2025-03-21,61830628,현금,4,오프라인,2020-02,멕시코,0,3
1976-06-05,49,남,04127492571,alejandramesa@hotmail.com,경상북도 포항시 남구 중앙로 210,user852908,2025-02-25,대형 세단,Rio(pride),False,2025-03-16,55406908,현금,1,오프라인,2023-06,멕시코,1,5
1987-09-27,38,여,07871258010,gvargas@corporacin.biz,전라북도 군산시 백릉로 300,user998313,2025-02-16,준중형 해치백,Pegas,False,2025-03-01,60614256,현금,3,온라인,2021-02,멕시코,1,4
1970-09-15,55,남,884-964-0543,abelardo68@laboratorios.com,서울특별시 종로구 종로1길 36,user111359,2024-12-31,픽업트럭,Optima / K5,False,2025-01-09,54472380,신용카드,2,오프라인,2019-09,멕시코,1,5
1973-01-17,52,남,543.644.4891x24785,chavarriaadalberto@club.org,인천광역시 부평구 부평대로 88,user821172,2023-02-04,대형 세단,K4,False,2023-02-18,55512757,현금,3,온라인,2022-07,멕시코,1,5
1965-12-11,60,여,904.907.6670x42647,luisa80@ortega.com,세종특별자치시 나성북로 21,user135307,2025-03-06,중형 SUV,KX7,False,2025-03-18,51206847,신용카드,1,온라인,2022-04,멕시코,1,4
1985-02-20,40,여,1-352-561-0369,gcazares@montanez.net,경기도 고양시 일산동구 중앙로 1036,user354238,2024-10-30,픽업트럭,KX5,False,2024-11-16,19627497,신용카드,2,오프라인,2020-06,멕시코,2,2
1997-09-21,28,여,1-159-683-2408,uribearturo@despacho.com,전라남도 목포시 하당로 110,user443518,2024-12-22,준대형 SUV,Optima / K5,False,2025-01-10,35249049,현금,1,온라인,2023-09,멕시코,2,2
1987-11-05,38,남,113.436.0607x71313,elvira76@grupo.com,경상북도 포항시 남구 중앙로 210,user802881,2022-08-15,대형 SUV,Carnival,False,2022-08-16,26664101,현금,4,오프라인,2023-05,멕시코,0,3
1965-05-14,60,여,1-327-234-2030x951,maria-teresa41@club.com,부산광역시 동래구 충렬대로 237,user947271,2022-12-16,준중형 세단,Telluride,False,2022-12-17,19627721,현금,1,온라인,2019-11,멕시코,2,2
1973-11-28,52,여,05853654435,pmunoz@perea.com,부산광역시 동래구 충렬대로 237,user610762,2024-11-09,준대형 세단,Sportage,False,2024-12-01,61883739,계좌이체,4,오프라인,2023-04,멕시코,0,3
1977-08-16,48,여,(263)015-7794,melendezteodoro@ybarra.info,충청북도 청주시 상당구 상당로 82,user594744,2023-12-22,픽업트럭,Carnival,False,2024-01-03,58732271,신용카드,2,온라인,2022-10,멕시코,1,4
1987-01-19,38,여,(498)767-4885x442,angelareyes@navarrete.net,전라남도 목포시 하당로 110,user185399,2024-07-02,소형 해치백,Optima / K5,False,2024-07-04,43944969,현금,1,온라인,2022-05,멕시코,2,2
1970-12-28,55,남,963.317.7633,ricocarlos@club.net,대구광역시 달서구 월배로 200,user291030,2024-03-11,준대형 세단,K4,False,2024-04-01,68740119,계좌이체,1,오프라인,2021-06,멕시코,1,5
1970-10-26,55,여,07038486817,svelez@gmail.com,대구광역시 달서구 월배로 200,user764442,2025-03-02,준대형 세단,Rio(pride),False,2025-03-30,19827864,현금,6,오프라인,2018-12,멕시코,0,3
1984-03-06,41,여,059-149-8735,cynthia23@gmail.com,충청남도 천안시 서북구 불당로 48,user396926,2024-12-24,중형 SUV,Pegas,False,2025-01-11,32710087,현금,1,온라인,2023-06,멕시코,2,2
1965-01-07,60,여,(841)854-2811,lucasvillegas@gmail.com,경상남도 진주시 진주대로 500,user749663,2024-02-16,준중형 SUV,Telluride,False,2024-03-10,67278605,현금,1,오프라인,2021-11,멕시코,1,4
1979-02-07,46,여,844.389.6334,asuncion67@limon.info,제주특별자치도 제주시 중앙로 230,user561950,2023-02-17,준중형 세단,K3,False,2023-03-10,48166816,계좌이체,1,오프라인,2020-03,멕시코,1,4
1998-07-29,27,여,03659467573,anabel92@yahoo.com,전라남도 목포시 하당로 110,user925008,2024-05-26,대형 SUV,Forte,False,2024-06-11,55858692,계좌이체,1,오프라인,2020-03,멕시코,1,4
1986-03-25,39,남,+63(1)5862853233,pabongregorio@club.org,경기도 고양시 일산동구 중앙로 1036,user842055,2025-02-21,준대형 세단,K4,False,2025-03-13,55621149,현금,2,오프라인,2020-01,멕시코,1,5
1990-10-31,35,남,999-788-3166,francisco-javiermontez@adame.net,경상남도 진주시 진주대로 500,user344768,2023-11-09,준중형 SUV,K4,False,2023-12-06,27012193,현금,3,온라인,2023-05,멕시코,2,0
1982-10-08,43,여,+75(7)6279611286,dianacotto@samaniego.com,제주특별자치도 제주시 중앙로 230,user703826,2023-07-24,준대형 세단,C'eed,False,2023-08-18,58631933,현금,2,오프라인,2021-04,멕시코,1,4
1968-10-29,57,남,1-705-913-6185x620,gcamacho@laboratorios.info,경상남도 진주시 진주대로 500,user560830,2023-12-31,픽업트럭,KX3,False,2024-01-15,50266930,신용카드,1,오프라인,2022-05,멕시코,1,5
1971-01-09,54,남,(447)853-8057x94113,rafaelgarcia@industrias.org,세종특별자치시 나성북로 21,user602026,2024-08-26,대형 SUV,Optima / K5,False,2024-09-23,28189819,계좌이체,2,온라인,2023-11,멕시코,3,1
1982-11-01,43,여,(668)312-1136,laboyclemente@rodarte.com,경기도 고양시 일산동구 중앙로 1036,user724128,2022-06-11,준중형 해치백,Optima / K5,False,2022-07-09,34277576,신용카드,1,온라인,2020-12,멕시코,2,2
1974-09-17,51,남,(983)960-6518,estelasevilla@proyectos.com,제주특별자치도 제주시 중앙로 230,user625285,2022-10-24,준대형 세단,EV5,True,2022-11-17,61396396,현금,1,온라인,2023-04,멕시코,1,5
1997-09-14,28,남,(643)447-7287x9522,juanaestevez@hotmail.com,광주광역시 서구 상무중앙로 75,user422726,2023-08-16,중형 SUV,Rio(pride),False,2023-08-24,55453487,계좌이체,4,온라인,2020-05,멕시코,0,3
1973-04-29,52,남,502.135.1248,delgadomaria-eugenia@hotmail.com,대구광역시 달서구 월배로 200,user442455,2024-04-29,준대형 SUV,K3,False,2024-05-15,67317692,현금,4,온라인,2022-02,멕시코,0,3
1968-10-24,57,여,1-885-320-8884,flira@gmail.com,전라북도 군산시 백릉로 300,user407533,2025-01-04,준중형 SUV,C'eed CUV,False,2025-01-05,46744789,현금,4,오프라인,2021-05,멕시코,0,3
1996-11-19,29,여,1-405-319-4096,salvador59@gmail.com,세종특별자치시 나성북로 21,user586433,2023-02-27,준중형 해치백,Forte,False,2023-03-18,67205825,현금,1,온라인,2022-06,멕시코,1,4
1977-05-15,48,남,06395911899,suarezhernan@hotmail.com,충청북도 청주시 상당구 상당로 82,user377498,2025-02-15,중형 SUV,Optima / K5,False,2025-02-27,29573578,현금,3,온라인,2020-10,멕시코,2,0
1975-07-29,50,남,091-116-0914,adanvenegas@yahoo.com,경상북도 포항시 남구 중앙로 210,user868147,2023-08-11,대형 SUV,K2,False,2023-08-25,21936572,현금,6,오프라인,2019-06,멕시코,0,3
1972-02-05,53,남,236-664-9275x82063,fbetancourt@gmail.com,인천광역시 부평구 부평대로 88,user391591,2024-04-14,준중형 세단,Optima / K5,False,2024-04-29,52663331,신용카드,1,온라인,2023-05,멕시코,1,5
1981-09-21,44,여,537-607-7556x22923,violeta27@yahoo.com,제주특별자치도 제주시 중앙로 230,user371642,2024-11-23,준중형 해치백,Pegas,False,2024-12-18,26627055,신용카드,3,온라인,2020-08,멕시코,2,2
1998-05-01,27,남,1-962-165-7688,marisolmunoz@ortega.net,전라남도 목포시 하당로 110,user424971,2024-05-09,픽업트럭,Sorento,False,2024-05-24,27645169,현금,1,오프라인,2021-07,멕시코,2,0
1983-08-26,42,여,816-361-7296x71784,salvador39@hotmail.com,대구광역시 달서구 월배로 200,user679396,2024-03-10,소형 해치백,C'eed CUV,False,2024-03-15,54399752,신용카드,1,오프라인,2018-10,멕시코,1,4
1974-08-27,51,여,429.897.1340x3359,victorzelaya@hotmail.com,강원도 춘천시 중앙로 123,user980003,2024-11-20,대형 SUV,EV9,True,2024-12-18,41275938,신용카드,3,오프라인,2019-05,멕시코,0,3
1976-01-10,49,여,(602)773-0546x3999,lbustamante@moya.com,제주특별자치도 제주시 중앙로 230,user792391,2024-04-24,준대형 SUV,K2,False,2024-05-17,21983109,신용카드,1,오프라인,2018-03,멕시코,2,2
1987-10-15,38,남,371-775-0139x63772,dmenchaca@hotmail.com,전라북도 군산시 백릉로 300,user193945,2024-10-13,준대형 SUV,Sorento,False,2024-10-25,63415128,계좌이체,1,온라인,2020-07,멕시코,1,5
1981-06-06,44,여,07741184287,paoladelgadillo@yahoo.com,제주특별자치도 제주시 중앙로 230,user954042,2024-03-15,준중형 해치백,Zhipao,False,2024-03-27,48124784,계좌이체,1,온라인,2020-09,멕시코,3,1
1975-01-08,50,여,370.685.4054x445,maria-cristinaespinosa@gmail.com,광주광역시 서구 상무중앙로 75,user839745,2024-12-21,대형 세단,Telluride,False,2025-01-05,67857558,신용카드,4,오프라인,2021-03,멕시코,0,3
1988-11-01,37,여,111-277-1070x9571,ydiaz@hotmail.com,서울특별시 종로구 종로1길 36,user783699,2024-11-05,준대형 세단,Sportage,False,2024-11-12,63067344,현금,2,오프라인,2018-08,멕시코,1,4
1985-03-20,40,남,(854)501-7075x93494,mariselaquiroz@yahoo.com,대구광역시 달서구 월배로 200,user540575,2024-08-17,중형 SUV,C'eed,False,2024-09-08,20622529,신용카드,3,온라인,2019-03,멕시코,2,0
1983-07-08,42,여,1-052-096-7337,octaviosolorzano@collazo.com,강원도 춘천시 중앙로 123,user619957,2024-09-02,준대형 세단,KX1,False,2024-09-04,65783943,현금,5,오프라인,2023-10,멕시코,0,3
1980-06-13,45,여,1-056-826-3282,zalcala@escalante.com,울산광역시 남구 삼산로 198,user876363,2024-07-07,대형 세단,C'eed CUV,False,2024-08-06,45179179,계좌이체,2,온라인,2019-01,멕시코,3,1
1989-05-10,36,남,266-299-4703x1328,rubencedillo@despacho.com,세종특별자치시 나성북로 21,user613653,2024-08-06,준대형 SUV,Optima / K5,False,2024-09-04,25858841,신용카드,2,온라인,2019-11,멕시코,2,0
1970-08-19,55,여,247.687.1391x59076,jose-manuel36@rodriquez.com,경기도 고양시 일산동구 중앙로 1036,user267743,2024-12-28,중형 SUV,KX5,False,2025-01-07,50309080,신용카드,4,오프라인,2018-01,멕시코,0,3
1975-02-22,50,여,483.021.0878x70448,serafin66@gmail.com,경상북도 포항시 남구 중앙로 210,user210337,2022-09-16,소형 해치백,Carnival,False,2022-10-15,26974033,신용카드,3,오프라인,2022-04,멕시코,2,2
1986-04-25,39,남,1-807-285-4789x4109,mchavez@yahoo.com,광주광역시 서구 상무중앙로 75,user639955,2024-12-03,소형 해치백,Optima / K5,False,2024-12-30,66054219,현금,1,오프라인,2021-08,멕시코,1,5
1987-05-13,38,여,(486)629-9818x15826,esteban93@villalpando-luevano.com,강원도 춘천시 중앙로 123,user304590,2024-07-14,대형 세단,Optima / K5,False,2024-08-02,42641104,신용카드,1,온라인,2020-03,멕시코,2,2
1988-03-26,37,남,(337)389-9308x27641,grodarte@matos-resendez.com,경기도 고양시 일산동구 중앙로 1036,user369324,2024-06-03,준대형 SUV,KX3,False,2024-06-28,35094096,계좌이체,1,온라인,2023-09,멕시코,3,1
1995-08-27,30,남,1-198-588-6615x455,sofia55@bustamante.biz,광주광역시 서구 상무중앙로 75,user705740,2024-09-03,준중형 해치백,Seltos,False,2024-09-26,35879570,계좌이체,2,오프라인,2020-06,멕시코,3,1
1982-04-03,43,여,719.615.1335x946,leticia25@yahoo.com,대구광역시 달서구 월배로 200,user532804,2024-05-23,준중형 해치백,Carens MPV,False,2024-06-06,25840978,현금,1,오프라인,2021-09,멕시코,2,2
1988-02-17,37,남,1-314-704-2499x31780,gaonaemilio@najera-zepeda.com,제주특별자치도 제주시 중앙로 230,user522880,2024-06-17,준중형 세단,Sportage,False,2024-06-29,38960907,신용카드,1,온라인,2021-05,멕시코,2,0
1973-03-26,52,남,(433)570-5189x157,caridadveliz@club.com,충청남도 천안시 서북구 불당로 48,user364691,2023-11-27,준대형 SUV,Rio(pride),False,2023-12-16,29226674,현금,2,오프라인,2021-09,멕시코,2,0
1976-06-03,49,여,117.734.8849x54098,vcandelaria@corporacin.com,경상북도 포항시 남구 중앙로 210,user348218,2023-06-26,준중형 세단,Sonet,False,2023-07-20,48972827,계좌이체,4,오프라인,2019-01,멕시코,0,3
1990-05-10,35,남,(802)746-4491x876,xnavarrete@caldera.net,전라북도 군산시 백릉로 300,user365109,2023-09-20,준중형 세단,KX3,False,2023-09-25,58501177,계좌이체,2,온라인,2023-04,멕시코,1,5
1993-05-11,32,남,(487)696-4768,achacon@despacho.com,강원도 춘천시 중앙로 123,user720265,2024-11-10,준중형 해치백,K4,False,2024-11-30,62722822,계좌이체,1,오프라인,2020-09,멕시코,1,5
1982-07-16,43,여,553-631-8242x58055,fbenavides@grupo.com,대구광역시 달서구 월배로 200,user316187,2024-12-15,중형 SUV,Optima / K5,False,2024-12-24,21807135,현금,1,오프라인,2022-07,멕시코,2,2
1971-06-21,54,남,(208)138-0546x5422,marisol56@hotmail.com,광주광역시 서구 상무중앙로 75,user434432,2023-07-21,중형 세단,Carnival,False,2023-08-10,34218182,신용카드,3,온라인,2020-11,멕시코,0,3
1997-05-14,28,여,090-836-2754x34539,mariselasaenz@hotmail.com,제주특별자치도 제주시 중앙로 230,user288015,2024-09-18,준대형 SUV,Rio(pride),False,2024-09-30,50760576,계좌이체,2,오프라인,2022-08,멕시코,1,4
1972-10-16,53,남,277-781-1737,estefaniatejada@industrias.com,전라남도 목포시 하당로 110,user171431,2022-10-01,대형 SUV,Optima / K5,False,2022-10-17,59177275,신용카드,2,오프라인,2019-08,멕시코,1,5
1999-01-30,26,여,+21(1)8135482363,velakarla@grupo.org,대전광역시 서구 둔산대로 117,user515706,2024-12-26,중형 세단,Sportage,False,2024-12-28,64620749,신용카드,2,온라인,2022-04,멕시코,1,4
1986-08-31,39,여,533-441-2577x9119,ialmonte@jaimes.com,서울특별시 종로구 종로1길 36,user643360,2024-04-18,픽업트럭,Rio(pride),False,2024-04-23,21448468,계좌이체,1,오프라인,2020-12,멕시코,3,1
1973-04-03,52,여,01644681626,rosaliabarragan@club.net,강원도 춘천시 중앙로 123,user975677,2024-11-19,준중형 SUV,Forte,False,2024-12-02,33729387,신용카드,1,오프라인,2023-11,멕시코,2,2
1998-08-07,27,여,642-231-2999x3675,gfernandez@yahoo.com,제주특별자치도 제주시 중앙로 230,user463820,2023-09-01,대형 SUV,Optima / K5,False,2023-09-13,66591239,계좌이체,1,오프라인,2018-03,멕시코,1,4
1967-08-10,58,남,724-064-9764x77311,de-la-torreivonne@gmail.com,세종특별자치시 나성북로 21,user385564,2023-11-27,대형 세단,K4,False,2023-12-25,30127913,신용카드,1,온라인,2018-10,멕시코,2,0
